N_Circuito;Data_Rate;Data_Inst;Data_Activ;Estado_Cct;Entidade_PTR1;Morada_PTR1;Cod_Post_PTR1;Interface_PTR1;Equip_PTR1;Slot_PTR1;Trib_PTR1;Entidade_PTR2;Morada_PTR2;Cod_Post_PTR2;Interface_PTR2;Equip_PTR2;Slot_PTR2;Trib_PTR2;User_Cct;Propriedade_Cct;Outras_Ref
RFT001776;2 Mbps;0000-00-00;0000-00-00;Activo;IP;LUZIANES;;G.703;LUZINS_650_1;1;5;IP;SANTA CLARA;;G.703;SCLSAB_650_1;1;4;IP-DAT-R.Acesso;IP;
RFT001777;10 GbEth;2011-02-01;2015-03-17;Desligado;ReferTelecom;IBM Alfragide;;10GbEther;IBMALF_696_1;16;1;ReferTelecom;IBM Porto;;10GbEther;IBMPRT_696_2;8;1;IBM;ReferTelecom;Circuito Litoral 1 - Canal 43
RFT001778;10 GbEth;2011-02-01;2015-03-17;Desligado;ReferTelecom;IBM Alfragide;;10GbEther;IBMALF_696_1;17;1;ReferTelecom;IBM Porto;;10GbEther;IBMPRT_696_2;7;1;IBM;ReferTelecom;Circuito Litoral 2 - Canal 49
RFT001779;10 GbEth;2011-02-01;2015-03-17;Desligado;ReferTelecom;IBM Alfragide;;10GbEther;;;;ReferTelecom;IBM Porto;;10GbEther;;;;IBM;ReferTelecom;Circuito Interior 1
RFT001780;10 GbEth;2011-02-01;2015-03-17;Desligado;ReferTelecom;IBM Alfragide;;10GbEther;;;;ReferTelecom;IBM Porto;;10GbEther;;;;IBM;ReferTelecom;Circuito Interior 2
RFD000002;1 GbEth;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente2;ago/15;Transp;RT;Porto Campanhã;;1GbEther;Mers-Campanhã;08/fev;Transp;Rede de Dados;ReferTelecom;RT:Campanhã-Core2,Routing
RFD000004;2 Mbps;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente1;ago/14;Vlan 23;RT;Alhandra;;1GbEther;Esu-Alhandra;12;Vlan 23;Rede de Dados;ReferTelecom;REFER:Alhandra
RFD000005;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Porto Campanhã;;1GbEther;Mers-Campanha;08/set;Transp.;RT;Contumil;;1GbEther;Mers-Contumil;04/jan;Transp.;Rede de Dados;ReferTelecom;RT:DC_Contumil-Campanhã,Routing
RFD000006;1 GbEth;2009-01-01;2009-01-01;Activo;RT;G.Oriente NOC;;1GbEther;Mers-Oriente;ago/45;Transp.;RT;Contumil;;1GbEther;Mers-Contumil;04/fev;Transp.;Rede de Dados;ReferTelecom;RT:DC_Contumil-Oriente
RFD000007;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Porto Campanhã;;1GbEther;Mers-Campanhã;08/mar;Transp.;RT;São Bento;;1GbEther;Esu-Sao-Bento;3;Transp.;Rede de Dados;ReferTelecom;RT:Sbento-Campanhã,Routing
RFD000008;300 Mbps;2009-01-01;2009-01-01;Activo;RT;Oriente;;1GbEther;Mers-Oriente1;ago/43;Transp.;RT;São Bento;;1GbEther;Esu-Sao-Bento;3;Transp.;G9;ReferTelecom;Nortenet:Sbento-Oriente
RFD000009;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Porto Campanhã;;1GbEther;Mers-Campanhã;08/abr;Transp.;RT;Nine;;1GbEther;Mers-Nine;04/jan;Transp.;Rede de Dados;ReferTelecom;RT:Nine-Campanhã,Routing
RFD000010;1 GbEth;2009-01-01;2009-01-01;Activo;RT;G.Oriente NOC;;1GbEther;Mers-Oriente1;ago/14;Vlans 2-5;RT;Sacavém;;1GbEther;Esu-Sacavem;12;Vlans 2-5;Rede de Dados;Refertelecom;RT:Sacavém,vlans
RFT001781;100 Mbps;2011-11-10;2022-12-12;Desligado;RT;Campanhã;;100 Mb;PRCAMP_660_2;37;1;RT;Marco;;100 Mb;MARCO_650_1;7;1;Rede de Dados;ReferTelecom;Desconfigurado em 12-12-2022. João Alves.
RFT001782;100 Mbps;2011-11-10;2022-12-12;Desligado;RT;G. Oriente;;G.703;ORINOC_660_1;31;3;RT;Castelo Branco;;G.703;CBRANC_650_1;8;1;Rede de Dados;ReferTelecom;Desconfigurado em 12-12-2022. João Alves.
RFD000011;1 GbEth;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente-1;ago/14;6-8,25,41;RT;Santa Iria;;1GbEther;Esu-Santa-Iria;12;6-8,25,41;Rede de Dados;ReferTelecom;RT:Sta_Iria,vlans
RFD000012;1 GbEth;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente1;ago/14;11-14,42;RT;G. Oriente NOC;;1GbEther;Esu-Povoa;12;11-14,42;Rede de Dados;ReferTelecom;RT:Povoa,vlans
RFD000013;1 GbEth;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente1;ago/14;15-19,43-4;RT;Alverca;;1GbEther;Esu-Alverca;12;15-19,43-4;Rede de Dados;ReferTelecom;RT:Alverca,vlans
RFD000014;1 GbEth;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente1;ago/14;20-24,76;RT;Alhandra;;1GbEther;Esu-Alhandra;12;20-24,76;Rede de Dados;ReferTelecom;RT:Alhandra,vlans
RFD000015;1 GbEth;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente1;ago/14;Várias;RT;Vila Franca de Xira;;1GbEther;Esu-VFX;12;Várias;Rede de Dados;ReferTelecom;RT:VFXira,vlans
RFD000017;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Tunes;;1GbEther;Mers-Tunes;03/mai;Transp.;RT;Albufeira;;1GbEther;Esu-Albufeira;3;Transp.;Rede de Dados;ReferTelecom;CP:Albufeira
RFD000018;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Tunes;;1GbEther;Mers-Tunes;03/jun;Transp.;RT;Loulé;;1GbEther;Esu-Loule;3;Transp.;Rede de Dados;ReferTelecom;CP:Loulé
RFD000023;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Tunes;;1GbEther;Mers-Tunes;03/nov;Transp.;RT;Algarve;;1GbEther;Esus-Algarve;-;Transp.;Rede de Dados;ReferTelecom;RT:Algarve DHCP
RFD000024;1 GbEth;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente2;08/mai;Transp.;RT;Contumil;;1GbEther;Mers-Contumil;04/jul;Transp.;Rede de Dados;ReferTelecom;RT:ASA, Contumil
RD000025;1 GbEth;2009-01-01;2009-01-01;Desligado;RT;G. Oriente NOC;;1GbEther;Mers-Oriente2;08/jul;Transp.;RT;Contumil;;1GbEther;Mers-Contumil;04/set;Transp.;Rede de Dados;ReferTelecom;RT:Housing, Contumil
RFD000026;1 GbEth;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente2;08/set;Transp.;RT;Contumil;;1GbEther;Mers-Contumil;04/nov;Transp.;Rede de Dados;ReferTelecom;RT:Directo, Contumil
RFD000027;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Nine;;1GbEther;Mers-Nine;04/fev;Transp.;RT;Tamel;;1GbEther;Esu-Tamel;3;Transp.;Rede de Dados;ReferTelecom;REFER:Tamel, DHCP
RFD000029;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Nine;;1GbEther;Mers-Nine;04/fev;Vlan 178;RT;Linha do Minho;;1GbEther;Esus-Minho;12;Vlan 4096;Rede de Dados;ReferTelecom;RT:Linha do Minho,DHCP
RFD000025;1 GbEth;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente2;08/jul;Transp.;RT;Contumil;;1GbEther;Mers-Contumil;04/set;Transp.;Rede de Dados;ReferTelecom;RT:Housing, Contumil
RFD000030;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Porto Campanhã;;1GbEther;Mers-Campanha;08/mai;Transp.;RT;Braga;;1GbEther;Mers-Braga;04/jan;Transp.;Rede de Dados;ReferTelecom;RT:Braga-Campanhã,routing
RFD000031;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Porto Campanhã;;1GbEther;Mers-Campanha;08/jun;Transp.;RT;Viana do Castelo;;1GbEther;Esu-Viana;10;Transp.;Rede de Dados;ReferTelecom;RT:Viana-Campanhã,routing
RFD000032;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Porto Campanhã;;1GbEther;Mers-Campanha;08/jul;Transp.;RT;Lousado;;1GbEther;Mers-Lousado;04/jan;Transp.;Rede de Dados;ReferTelecom;RT:Lousado-Campanhã,routing
RFD000033;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Porto Campanhã;;1GbEther;Mers-Campanha;08/ago;Transp.;RT;Ermesinde;;1GbEther;Mers-Ermesinde;04/jan;Transp.;Rede de Dados;ReferTelecom;RT:Ermesinde-Campanhã,routing
RFD000034;100 Mbps;2009-01-01;2009-01-01;Activo;Telvent;Avenida Severiano Falcão 14, Prior Velho;;1GbEther;Mers-Telvent;abr/31;Transp.;RT;Braga;;1GbEther;Mers-Braga;04/jun;Transp.;CGest;ReferTelecom;"Cgest:Braga-Telvent.
Posições na Telvent:
RT: L11-400-13-013 / Cogent: L11-400-02-024"
RFD000035;200 Mbps;2009-01-01;2009-01-01;Activo;Telvent;Avenida Severiano Falcão 14, Prior Velho;;1GbEther;Mers-Telvent;abr/27;Transp.;RT;Contumil;;1GbEther;Mers-Contumil;04/abr;Transp.;ClaraNet;ReferTelecom;"Cgest:Contumil-Telvent.
Posições na Telvent:
RT: L11-400-13-009 / Cgest: L11-400-02-023"
RFD000036;1 GbEth;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;MErs-Oriente1;ago/18;Transp.;RT;Campolide;;1GbEther;Mers-Campolide;mar/43;Transp.;Rede de Dados;ReferTelecom;RT:Campolide-Oriente1,routing
RFD000037;1 GbEth;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente2;ago/13;Transp.;RT;Campolide;;1GbEther;Mers-Campolide;mar/44;Transp.;Rede de Dados;ReferTelecom;RT:Campolide-Oriente2,routing
RFD000039;80 Mbps;2009-01-01;2009-01-01;Activo;RT;Coimbra B;;1GbEther;Esu-CoimbraB;3;Transp.;RT;Viana do Castelo;;1GbEther;Esu-Viana;9;Transp.;G9;ReferTelecom;Nortenet:Viana-Oriente
RFD000040;40 Mbps;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente2;08/jan;Transp.;RT;Campolide DTI;;1GbEther;Esu-Campolide-DTI;9;Transp.;Rede de Dados;ReferTelecom;CP:Campolide_DTI-Oriente,internet
RFD000041;350 Mbps;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente1;ago/44;Transp.;FCCN;Avenida do Brasil;;1GbEther;Esu-Pix;5;Transp.;G9;ReferTelecom;Nortenet:Pix-Oriente
RFD000042;1 GbEth;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente1;08/dez;Transp.;FCCN;Avenida do Brasil;;1GbEther;Esu-Pix;6;Transp.;Rede de Dados;ReferTelecom;RT:Pix-Oriente,Peering1
RFD000043;1 GbEth;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente2;08/nov;Transp.;RT;FCCN;Avenida do Brasil;1GbEther;Esu-Pix;7;Transp.;Rede de Dados;ReferTelecom;RT:Pix-Oriente,Peering2
RFD000044;200 Mbps;2009-01-01;2009-01-01;Activo;Telvent;Avenida Severiano Falcão 14, Prior Velho;;1GbEther;Mers-Telvent;04/out;Transp.;FCCN;Avenida do Brasil;;1GbEther;Esu-Pix;8;Transp.;ClaraNet;ReferTelecom;"Cgest:Pix-Telvent.
Posições na Telvent:
RT: L11-400-02-006 / Cgest: L11-400-02-011"
RFD000046;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/41;Vlan46-50;RT;Benfica;;1GbEther;Esu-Benfica;3;Vlan46-50;Rede de Dados;ReferTelecom;RT:Benfica,vlans
RFD000047;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/41;Vlan 51;RT;Linha de Sintra 1;;1GbEther;Esus-LSintra1;-;Vlan 51;Rede de Dados;ReferTelecom;RT:LSintra1,DHCP
RFD000048;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/41;Vlan52-53;RT;Damaia;;1GbEther;Esu-Damaia;3;Vlan52-53;Rede de Dados;ReferTelecom;RT:Damaia,vlans
RFD000050;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/41;Vlan56-60;RT;Amadora;;1GbEther;Esu-Amadora;;Vlan56-60;Rede de Dados;ReferTelecom;RT:Amadora,vlans
RFT001783;10 GbEth;2011-10-03;2012-03-15;Activo;RT;G. Oriente;;G.703;ORIENTE_PSS16_1;02/abr;3;RT;DC Viseu;;G.703;VISEU_830_2;02/abr;2;IPT Replicação;ReferTelecom;
RFT001784;10 GbEth;2011-10-03;2012-03-15;Activo;RT;DC Viseu;;G.703;VISEU_830_2;02/mai;2;RT;CCO Contumil;;G.703;CCOPRT_830_2;03/mai;1;IPT Replicação;ReferTelecom;
RFT001785;10 GbEth;2011-10-03;2012-03-15;Activo;RT;CCO Contumil;;G.703;CCOPRT_830_2;03/abr;1;RT;G. Oriente;;G.703;ORIENTE_PSS16_1;02/mai;1;IPT Replicação;ReferTelecom;
RFT001786;10 Mbps;2012-03-13;2022-06-07;Desligado;RT;Leiria;;RJ45;LEIRIA_660_1;38;4;RT;G. Oriente;;RJ45;ORINOC_660_1;31;2;Claranet;ReferTelecom;De Leiria ao cliente final, vai por circuito ORCE(1001461668), do Oriente até à Telvent vai pela rede de dados. Desativado em 07-06-2022 João Alves.
RFD000051;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/41;vlans61-63;RT;Belas;;1GbEther;Esu-Belas;3;vlans61-63;Rede de Dados;ReferTelecom;RT:Belas,vlans
RFD000052;1 GbEth;0000-00-00;0000-00-00;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/41;vlan64-69;RT;Massamá;;1GbEther;Esu-Massama;3;vlan64-69;Rede de Dados;ReferTelecom;RT:Massamá,vlans
RFD000053;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/41;70-73,75;RT;Cacém;;1GbEther;Esu-Cacem;3;70-73,75;Rede de Dados;ReferTelecom;RT:Cacém,vlans
RFD000055;100 Mbps;2009-01-01;2009-01-01;Activo;CP;Campolide DTI;;1GbEther;Esu-Campolide-DTI;3;Transp.;CP;Porto Campanhã;;1GbEther;Mers-Campanha;ago/26;Transp.;CP;ReferTelecom;CP:Campanhã-Campolide_DTI
RFD000056;100 Mbps;2009-01-01;2009-01-01;Activo;CP;Campolide DTI;;1GbEther;Esu-Campolide-DTI;4;Transp.;CP Carga;Avenida da República;;FastEther;Mers-Entrecampos;08/mai;Transp.;CP;ReferTelecom;CP:Av_Republica-Campolide_DTI
RFD000057;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/40;Transp.;RT;Reboleira;;1GbEther;Esu-EMEF-Reboleira;3;Transp.;Rede de Dados;ReferTelecom;EMEF:Reboleira-Camp
RFD000058;1 GbEth;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente2;08/dez;Transp.;RT;Entrecampos;;1GbEther;Mers-Entrecampos;08/jun;Transp.;Rede de Dados;ReferTelecom;RT:Entrecampos-Oriente,routing
RFD000059;1 GbEth;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente2;ago/17;Transp.;RT;Coimbra B;;1GbEther;Esu-CoimbraB;9;Transp.;Rede de Dados;ReferTelecom;RT:Coimbra-Oriente,routing
RFD000060;1 GbEth;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente2;ago/19;Transp.;RT;Pampilhosa;;1GbEther;Mers-Pampilhosa;04/jan;Transp.;Rede de Dados;ReferTelecom;RT:Pampilhosa-Oriente,routing
RFD000061;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/39;Transp.;RT;Tunes;;1GbEther;Mers-Tunes;03/abr;Transp.;Rede de Dados;ReferTelecom;RT:Tunes-Campolide,routing
RFD000062;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/38;Transp.;RT;Funcheira;;1GbEther;Mers-Funcheira;03/jan;Transp.;Rede de Dados;ReferTelecom;RT:Funcheira-Campolide
RFD000063;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/37;Transp.;RT;Ermidas;;1GbEther;Mers-Ermidas;03/jan;Transp.;Rede de Dados;ReferTelecom;RT:Ermidas-Campolide,routing
RFD000064;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/36;Transp.;RT;Poceirão;;1GbEther;Mers-Poceirao;03/jan;Transp.;Rede de Dados;ReferTelecom;RT:Poceirão-Campolide,routing
RFD000065;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/35;Transp.;RT;Pinhal Novo;;1GbEther;Mers-PinhalNovo;03/jan;Transp.;Rede de Dados;ReferTelecom;RT:PNovo-Campolide,routing
RFD000066;1 GbEth;2009-01-01;2009-01-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/34;Transp.;RT;Setúbal;;1GbEther;Esu-Setubal;9;Transp.;Rede de Dados;ReferTelecom;RT:Setúbal-Campolide,routing
RFD000067;10 Mbps;2009-01-01;2009-01-01;Activo;Telvent;Avenida Severiano Falcão 14, Prior Velho;;1GbEther;Mers-Telvent;04/set;Transp.;RT;Entrecampos;;1GbEther;Mers-Entrecampos;08/jul;Transp.;IPTV;ReferTelecom;
RFD000069;1 GbEth;2009-01-01;2009-01-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente2;08/out;Transp.;Telvent;Avenida Severiano Falcão 14, Prior Velho;;1GbEther;Mers-Telvent;04/jan;Transp.;Rede de Dados;ReferTelecom;RT:Cogent,Peering
RFD000070;10 Mbps;2009-01-01;2009-01-01;Activo;Telvent;Avenida Severiano Falcão 14, Prior Velho;;1GbEther;Mers-Telvent;abr/36;Transp.;RT;Entrecampos;;1GbEther;Mers-Entrecampos;08/set;Transp.;Claranet;ReferTelecom;Claranet:Alcantarilha-Telvent
RFD000071;350 Mbps;0000-00-00;2009-10-13;Activo;RT;Oriente;;1GbEther;Mers-Oriente2;ago/42;Transp.;Telvent;Avenida Severiano Falcão 14, Prior Velho;;1GbEther;Mers-Telvent;abr/48;Transp.;G9;ReferTelecom;"Nortenet:DC_Oriente-Telvent.
Posições na Telvent:
RT: L11-400-05-013 /  G9SA: L11-400-02-001"
RFD000072;10 Mbps;2009-06-01;2009-06-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente1;08/nov;Transp.;RT;G. Oriente NOC;;1GbEther;Mers-Oriente1;ago/41;Transp.;Rede de Dados;ReferTelecom;Ferbritas:Oriente,internet
RFD000073;100 Mbps;2009-06-01;2009-06-01;Activo;CP;Campolide DTI;;1GbEther;Esu-Campolide-DTI;10;Transp.;RT;Campolide;;1GbEther;Mers-Campolide;03/jan;Transp.;CP;ReferTelecom;CP:Camp_Est-Camp_DTI
RFD000074;100 Mbps;2009-06-01;2009-06-01;Activo;RT;Oriente;;1GbEther;Mers-Oriente1;ago/37;Transp.;Ferbritas;Linha de Sintra;;FastEther;Esus-LSintra;-;Transp.;Ferbritas;ReferTelecom;Ferbritas:Cacem-Oriente
RFD000075;1 GbEth;2009-06-01;2009-06-01;Activo;RT;Pampilhosa;;1GbEther;Mers-Pampilhosa;04/fev;Transp.;RT;Aveiro;;1GbEther;Esu-Aveiro;9;Transp.;Rede de Dados;Transp.;RT:Routing, Aveiro
RFD000076;1 GbEth;2009-06-01;2009-06-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente1;ago/39;Transp.;FCCN;Avenida do Brasil;;1GbEther;Esu-Pix;3;Transp.;Rede de Dados;ReferTelecom;RT:FCCN,IPv6
RFD000077;1 GbEth;2009-06-01;2009-06-01;Activo;RT;Lousado;;1GbEther;Mers-Lousado;04/fev;Transp.;RT;Guimarães;;1GbEther;Esu-Guimaraes;3;Transp.;Rede de Dados;ReferTelecom;RT:Routing, Guimaraes
RFD000078;1 GbEth;2009-06-01;2009-06-01;Activo;RT;Pinhal Novo;;1GbEther;Mers-PinhalNovo;03/fev;vlan 100;RT;Venda do Alcaide;;1GbEther;Esu-Venda-do-Alcaide;3;vlan 4096;Rede de Dados;ReferTelecom;CP:Valcaide,conectividade
RFD000080;1 GbEth;2009-06-01;2009-06-01;Activo;RT;Pinhal Novo;;1GbEther;Mers-PinhalNovo;03/fev;vlan 400;RT;Palmela;;1GbEther;Esu-Palmela;3;Transp.;Rede de Dados;ReferTelecom;CP:Palmela,conectividade
RFD000082;1 GbEth;2009-06-01;2009-06-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente1;ago/14;Vlan 79;RT;Vila Franca de Xira;;1GbEther;Esu-VFX;12;Vlan 79;Rede de Dados;ReferTelecom;RT:Routing,Linha da Azambuja
RFD000083;1 GbEth;2009-06-01;2009-06-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/33;Transp.;RT;Rossio;;1GbEther;Esu-Rossio;3;Transp.;Rede de Dados;ReferTelecom;RT:Rossio-Campolide,routing
RFD000084;300 Mbps;2009-06-01;2009-06-01;Activo;CP;Campolide DTI;;1GbEther;Esu-Campolide-DTI;11;Transp.;CP;Calçada do Duque;;1GbEther;Esu-Rossio;4;Transp.;CP;ReferTelecom;CP:Rossio-Campolide_DTI
RFD000085;1 GbEth;2009-06-01;2009-06-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente2;ago/21;Transp.;RT;Santa Apolónia;;1GbEther;Esu-Sta-Apolonia;3;Transp.;Rede de Dados;ReferTelecom;RT:Sta_Apolonia-Oriente,routing
RFD000086;200 Mbps;2009-06-01;2009-06-01;Activo;RT;Campolide DTI;;1GbEther;Esu-Campolide-DTI;12;Transp.;RT;Santa Apolónia;;1GbEther;Esu-Sta-Apolonia;4;Transp.;CP;ReferTelecom;CP:Sta_Apolonia-Campolide_DTI
RFD000087;1 GbEth;2009-06-01;2009-06-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/32;Transp.;RT;Campolide CTC;;1GbEther;Esu-Campolide-CTC;3;Transp.;Rede de Dados;ReferTelecom;RT:Campolide_CTC-Campolide_Est,routing
RFD000088;1 GbEth;2009-06-01;2009-06-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/48;Transp.;CP;Campolide DTI;;1GbEther;Esu-Campolide-DTI;5;Transp.;Rede de Dados;Refer Telecom;RT:Campolide_DTI-Campolide_Est,switching
RFD000089;1 GbEth;2009-06-01;2009-06-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/31;Transp.;CP;Campolide DTI;;1GbEther;Esu-Campolide-DTI;6;Transp.;Rede de Dados;ReferTelecom;RT:Campolide_DTI-Campolide_Est,routing
RFD000090;1 GbEth;2009-06-01;2009-06-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;03/abr;Transp.;RT;Campolide CTC;;1GbEther;Esu-Campolide-CTC;4;Transp.;Rede de Dados;ReferTelecom;RT:Campolide_CTC-Campolide_Est,switching
RFD000091;1 GbEth;2009-06-01;2009-06-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente1;ago/14;Vlan 40;RT;Azambuja;;1GbEther;Esu-Azambuja;12;Vlan 4096;Rede de Dados;ReferTelecom;REFER:Azambuja,DHCP
RFD000092;1 GbEth;2009-06-01;2009-06-01;Activo;RT;Porto Campanhã;;1GbEther;Mers-Campanha;08/nov;Transp.;RT;Guifões;;1GbEther;Esu-Guifoes;4;Transp.;Rede de Dados;ReferTelecom;RT:Guifoes-Campanha,Routing
RFD000093;1 GbEth;2009-06-01;2009-06-01;Activo;RT;Porto Campanhã;;1GbEther;Mers-Campanha;08/dez;Transp.;RT;Leixões;;1GbEther;Esu-Leixoes;3;Transp.;Rede de Dados;ReferTelecom;CP:Leixoes,conectividade
RFD000094;1 GbEth;2009-06-01;2009-06-01;Activo;RT;G. Oriente NOC;;1GbEther;Mers-Oriente1;ago/38;Transp.;PSD;Rua de São Caetano à Lapa,9;;1GbEther;Esu-PSD;3;Transp.;Rede de Dados;ReferTelecom;
RFD000095;1 GbEth;2009-06-01;2009-06-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/30;Transp.;RT;Alcântara-Terra;;1GbEther;Esu-Alcantara;9;Transp.;Rede de Dados;ReferTelecom;RT:Alcântara_Terra-Campolide,routing
RFD000096;1 GbEth;2009-06-01;2009-06-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;01/mar;Transp.;Fernave;Rua Castilho,3;;1GbEther;Esu-Castilho3;3;Transp.;Rede de Dados;ReferTelecom;Fernave:Castilho 3-Campolide,Routing
RFD000098;1 GbEth;2009-06-01;2009-06-01;Activo;RT;Campolide;;1GbEther;Mers-Campolide;mar/28;Transp.;RT;Alcântara-Mar;;1GbEther;Esu-Alc-Mar;9;Transp.;Rede de Dados;ReferTelecom;RT: Routing Alcântara Mar - Campolide
RFD000099;1 GbEth;2009-06-01;2009-06-01;Activo;RT;Tunes;;1GbEther;Mers-Tunes;03/out;Transp.;RT;Faro;;1GbEther;Esu-Faro;9;Transp.;Rede de Dados;ReferTelecom;RT: Routing Tunes - Faro
RFT001787;8FC;2011-01-01;2021-07-23;Desligado;RT;G. Oriente;;G.703;ORINOC_830_2;16;C1;RT;CCO Contumil;;G.703;CCOPRT_830_2;3;C2;DSI;ReferTelecom;Canal pelo Litoral - Spare
RFT001788;8FC;2011-01-01;2021-07-23;Desligado;RT;G. Oriente;;G.703;ORINOC_830_2;3;C1;RT;CCO Contumil;;G.703;CCOPRT_830_2;16;C2;DSI;ReferTelecom;Canal pelo Interior - Main
RFT001789;1 GbEth;2008-11-28;2022-02-11;Desligado;RT;G. Oriente;;G.703;ORINOC_696_1;9;1;RT;Pampilhosa;;G.703;PAMPLH_696_2;SR2b6;1;Rede de Dados;ReferTelecom;
RFT001790;1 GbEth;2008-11-28;2022-02-11;Desligado;RT;Pampilhosa;;G.703;PAMPLH_696_2;SR2b5;1;RT;Campanha;;G.703;PRCAMP_696_1;10;1;Rede de Dados;ReferTelecom;
RFD000103;1 GbEth;2009-06-01;2009-06-01;Activo;RT;Lousado;;1GbEther;Mers-Lousado;04/fev;Vlan 262;RT;Stº Tirso;;1GbEther;Esu-St-Tirso;11;Vlan 4096;Rede de Dados;ReferTelecom;CP:CCTV,Sto. Tirso
RFD000101;1 GbEth;2009-06-01;2009-06-01;Activo;RT;Lousado;;1GbEther;Mers-Lousado;04/fev;Vlan 261;RT;Stº Tirso;;1GbEther;Esu-St-Tirso;9 ,11;Vlan 4096;Rede de Dados;ReferTelecom;"CP:Andante,Sto.Tirso -  3 terminações.
1xLousado
2x Stº Tirso"
